A00-B99;;;;;A00-B99. ДЕЯКІ ІНФЕКЦІЙНІ ТА ПАРАЗИТАРНІ ХВОРОБИ;;
;;;P36.00;;Сепсис новонародженого, зумовлений стрептококом групи В;;
;;;P36.10;;Сепсис новонародженого, зумовлений іншими та неуточненими стрептококами;;
;;;P36.20;;Сепсис новонародженого, зумовлений золотистим стафілококом;;
;;;P36.30;;Сепсис новонародженого, зумовлений іншими та неуточненими стафілококами;;
;;;P36.40;;Сепсис новонародженого, зумовлений кишковою паличкою (Escherіchіa colі);;
;;;P36.50;;Сепсис новонародженого, зумовлений анаеробними мікроорганізмами;;
;;;P36.80;;Сепсис новонародженого, спричинений бактеріальними агентами;;
;;;P36.90;;Бактеріальний сепсис новонародженого, неуточнений;;
;;P37;;;P37. Iнші вроджені інфекційні та паразитарні хвороби;;
;;;P37.00;;Вроджений туберкульоз;;
;;;P37.10;;Вроджений токсоплазмоз;;
;;;P37.20;;Неонатальний (дисемінований) лістеріоз;;
;;;P37.30;;Вроджена малярія, зумовлена Plasmodіum falcіparum;;
;;;P37.40;;Iнша вроджена малярія;;
;;;P37.50;;Кандидоз новонародженого;;
;;;P37.80;;Iнші уточнені вроджені інфекційні та паразитарні хвороби;;
;;;P37.90;;Вроджена інфекційна чи паразитарна хвороба, неуточнена;;
;;P38;;;P38. Омфаліт новонародженого з незначною кровотечею чи без неї;;
;;;P38.00;;Омфаліт новонародженого з незначною кровотечею чи без неї;;
;;P39;;;P39. Iнші інфекційні хвороби, специфічні для перинатального періоду;;
;;;P39.00;;Неонатальний інфекційний мастит;;
;;;P39.10;;Кон'юнктивіт та дакріоцистит у новонародженого;;
;;;P39.20;;Внутрішньоамніотична інфекція плоду, не класифікована в інших рубриках;;
;;;P39.30;;Неонатальна інфекція сечових шляхів;;
;;;P39.40;;Неонатальна інфекція шкіри;;
;;;P39.80;;Iнші уточнені інфекції, специфічні для перинатального періоду;;
;;;P39.90;;Iнфекція, специфічна для перинатального періоду, неуточнена;;
;P50-P61;;;;P50-P61. Геморагічні та гематологічні порушення у плода та новонародженого;;
;;P50;;;P50. Втрата крові у плоду;;
;;;P50.00;;Втрата крові у плоду із передлежащої судини;;
;;;P50.10;;Втрата крові у плоду із розірваної пуповини;;
;;;P50.20;;Втрата крові у плоду із плаценти;;
;;;P50.30;;Кровотеча у другого однояйцевого близнюка;;
;;;P50.40;;Кровотеча у плоду в кров’яне русло матері;;
;;;P50.50;;Втрата крові плодом із перерізаного кінця пуповини при однояйцевих двійнятах;;
;;;P50.80;;Iнша втрата крові у плоду;;
;;;P50.90;;Втрата крові у плоду, неуточнена;;
;;P51;;;P51. Кровотеча із пуповини у новонародженого;;
;;;P51.00;;Масивна кровотеча з пуповини новонародженого;;
;;;P51.80;;Iнша кровотеча з пуповини новонародженого;;
;;;P51.90;;Кровотеча з пуповини у новонародженого, неуточнена;;
;;P52;;;P52. Внутрішньочерепний нетравматичний крововилив у плоду та новонародженого;;
;;;P52.00;;Внутрішньошлуночковий (нетравматичний) крововилив I ступеня у плоду та новонародженого;;
;;;P52.10;;Внутрішньошлуночковий (нетравматичний) крововилив II ступеня у плоду та новонародженого;;
;;;P52.20;;Внутрішньошлуночковий (нетравматичний) крововилив III ступеня у плоду та новонародженого;;
;;;P52.30;;Неуточнений внутрішньошлуночковий (нетравматичний) крововилив у плоду та новонародженого;;
;;;P52.40;;Крововилив у мозок (нетравматичний) у плоду та новонародженого;;
;;;P52.50;;Субарахноїдальний (нетравматичний) крововилив у плоду та новонародженого;;
;;;P52.60;;Мозочковий (нетравматичний) крововилив та крововилив в задню черепну ямку у плоду та новонародженого;;
;;;P52.80;;Iнші внутрішньочерепні (нетравматичні) крововиливи у плоду та новонародженого;;
;;;P52.90;;Внутрішньочерепний (нетравматичний) крововилив у плоду та новонародженого, неуточнений;;
;;P53;;;P53. Геморагічна хвороба плоду та новонародженого;;
;;;P53.00;;Геморагічна хвороба плоду та новонародженого;;
;;P54;;;P54. Iнші неонатальні кровотечі;;
;;;P54.00;;Гематемезис новонародженого;;
;;;P54.10;;Мелена новонародженого;;
;;;P54.20;;Ректальна кровотеча у новонародженого;;
;;;P54.30;;Шлунковокишкова кровотеча у новонародженого;;
;;;P54.40;;Крововилив в надниркову залозу у новонародженого;;
;;;P54.50;;Крововилив у шкіру у новонародженого;;
;;;P54.60;;Кровотеча із піхви у новонародженого;;
;;;P54.80;;Iнші уточнені кровотечі у новонародженого;;
;;;P54.90;;Неонатальна кровотеча, неуточнена;;
;;P55;;;P55. Гемолітична хвороба у плоду та новонародженого;;
;;;P55.00;;Резусізоімунізація плоду та новонародженого;;
;;;P55.10;;АВОізоімунізація плоду та новонародженого;;
;;;P55.80;;Iнші форми гемолітичної хвороби плоду та новонародженого;;
;;;P55.90;;Гемолітична хвороба плоду та новонародженого, неуточнена;;
;;P56;;;P56. Водянка плоду, зумовлена гемолітичною хворобою;;
;;;P56.00;;Водянка плоду, зумовлена ізоімунізацією;;
;;;P56.90;;Водянка плоду внаслідок іншої та неуточненої гемолітичної хвороби;;
;;P57;;;P57. Ядерна жовтяниця;;
;;;P57.00;;Ядерна жовтяниця, зумовлена ізоімунізацією;;
;;;P57.80;;Iнша уточнена ядерна жовтяниця;;
;;;P57.90;;Ядерна жовтяниця, неуточнена;;
;;P58;;;P58. Жовтяниця у новонародженого внаслідок інших видів надмірного гемолізу;;
;;;P58.00;;Неонатальна жовтяниця, зумовлена синцями;;
;;;P58.10;;Неонатальна жовтяниця внаслідок кровотечі;;
;;;P58.20;;Неонатальна жовтяниця внаслідок інфекції;;
;;;P58.30;;Неонатальна жовтяниця внаслідок поліцитемії;;
;;;P58.40;;Неонатальна жовтяниця, зумовлена ліками або токсинами, переданими із організму матері або введеному новонародженому;;
;;;P58.50;;Неонатальна жовтяниця, зумовлена заковтуванням материнської крові;;
;;;P58.80;;Неонатальна жовтяниця внаслідок іншого уточненого надмірного гемолізу;;
;;;P58.90;;Неонатальна жовтяниця внаслідок надмірного гемолізу, неуточненого;;
;;P59;;;P59. Жовтяниця у новонароджених з інших та неуточнених причин;;
;;;P59.00;;Неонатальна жовтяниця, пов'язана з передчасним розродженням;;
;;;P59.10;;Синдром згущення жовчі;;
;;;P59.20;;Неонатальна жовтяниця від іншого та неуточненого ураження клітин печінки;;
;;;P59.30;;Неонатальна жовтяниця від інгибіторів грудного молока;;
;;;P59.80;;Неонатальна жовтяниця від інших уточнених причин;;
;;;P59.90;;Неонатальна жовтяниця, неуточнена;;
;;P60;;;P60. Дисемінована внутрішньосудинна коагуляція у плоду та новонародженого;;
;;;P60.00;;Дисемінована внутрішньосудинна коагуляція у плоду та новонародженого;;
;;P61;;;P61. Iнші перинатальні гематологічні порушення;;
;;;P61.00;;Транзиторна неонатальна тромбоцитопенія;;
;;;P61.10;;Поліцитемія новонародженого;;
;;;P61.20;;Анемія недоношених;;
;;;P61.30;;Вроджена анемія від втрати крові плодом;;
;;;P61.40;;Iнші вроджені анемії, не класифіковані в інших рубриках;;
;;;P61.50;;Транзиторна неонатальна нейтропенія;;
;;;P61.60;;Iнші транзиторні неонатальні розлади коагуляції;;
;;;P61.80;;Iнші уточнені перинатальні гематологічні порушення;;
;;;P61.90;;Перинатальне гематологічне порушення, неуточнене;;
;P70-P74;;;;P70-P74. Транзиторні ендокринні розлади та порушення обміну речовин, характерні для плода чи новонародженого;;
;;P70;;;P70. Транзиторні порушення вуглеводного обміну, специфічні для плоду та новонародженого;;
;;;P70.00;;Синдром новонародженого від матері з гестаційним діабетом;;
;;;P70.10;;Синдром новонародженого від матері, хворої на діабет;;
;;;P70.20;;Цукровий діабет новонароджених;;
;;;P70.30;;Ятрогенна неонатальна гіпоглікемія;;
;;;P70.40;;Iнша неонатальна гіпоглікемія;;
;;;P70.80;;Iнші транзиторні порушення вуглеводного обміну у плоду та новонародженого;;
;;;P70.90;;Транзиторне порушення вуглеводного обміну у плоду та новонародженого, неуточнене;;
;;P71;;;P71. Транзиторні порушення обміну кальцію та магнію у новонародженого;;
;;;P71.00;;Гіпокальціємія від коров'ячого молока у новонароджених;;
;;;P71.10;;Iнші форми неонатальної гіпокальціємії;;
;;;P71.20;;Неонатальна гіпомагніємія;;
;;;P71.30;;Неонатальна тетанія без недостатності кальцію чи магнію;;
;;;P71.40;;Транзиторний неонатальний гіпопаратиреоз;;
;;;P71.80;;Iнші транзиторні неонатальні порушення обміну кальцію та магнію;;
;;;P71.90;;Транзиторне неонатальне порушення обміну кальцію та магнію, неуточнене;;
;;P72;;;P72. Iнші транзиторні неонатальні ендокринні порушення;;
;;;P72.00;;Неонатальний зоб, не класифікований в інших рубриках;;
;;;P72.10;;Транзиторний неонатальний гіпертиреоз;;
;;;P72.20;;Iнші транзиторні неонатальні порушення функції щитовидної залози, не класифіковані в інших рубриках;;
;;;P72.80;;Iнші уточнені транзиторні неонатальні ендокринні порушення;;
;;;P72.90;;Транзиторне неонатальне ендокринне порушення, неуточнене;;
;;P74;;;P74. Iнші транзиторні порушення електролітів та обміну речовин у новонародженого;;
;;;P74.00;;Пізній метаболічний ацидоз у новонародженого;;
;;;P74.10;;Дегідратація у новонародженого;;
;;;P74.20;;Порушення натрієвого балансу у новонародженого;;
;;;P74.30;;Порушення калієвого балансу у новонародженого;;
;;;P74.40;;Iнші транзиторні порушення водносольового обміну у новонародженого;;
;;;P74.50;;Транзиторна тирозинемія у новонародженого;;
;;;P74.80;;Iнші транзиторні порушення обміну речовин у новонародженого;;
;;;P74.90;;Транзиторне метаболічне порушення у новонародженого, неуточнене;;
;P75-P78;;;;P75-P78. Розлади системи травлення у плода та новонародженого;;
;;P75;;;P75. Меконієвий ілеус (Е84.1);;
;;;P75.00;;Меконієвий ілеус (Е84.1);;
;;P76;;;P76. Iнші види непрохідності кишечнику у новонародженого;;
;;;P76.00;;Синдром меконієвої пробки;;
;;;P76.10;;Транзиторний ілеус у новонародженого;;
;;;P76.20;;Кишкова непрохідність внаслідок згущення молока;;
;;;P76.80;;Інша уточнена непрохідність кишечнику у новонародженого;;
;;;P76.90;;Непрохідність кишечнику у новонародженого, неуточнена;;
;;P77;;;P77. Некротичний ентероколіт у плоду та новонародженого;;
;;;P77.00;;Некротичний ентероколіт у плоду та новонародженого;;
;;P78;;;P78. Iнші розлади системи травлення в перинатальному періоді;;
;;;P78.00;;Перфорація кишечника в перинатальному періоді;;
;;;P78.10;;Iнші форми неонатального перитоніту;;
;;;P78.20;;Гематемезис та мелена внаслідок заковтування материнської крові;;
;;;P78.30;;Неінфекційна діарея у новонароджених;;
;;;P78.80;;Iнші уточнені розлади системи травлення в перинатальному періоді;;
;;;P78.90;;Розлад системи травлення в перинатальному періоді, неуточнений;;
;P80-P83;;;;P80-P83. Стани, що торкаються шкірного покриву та терморегуляції у плода та новонародженого;;
;;P80;;;P80. Гіпотермія у новонародженого ;;
;;;P80.00;;Синдром холодової травми;;
;;;P80.80;;Iнша гіпотермія у новонародженого;;
;;;P80.90;;Гіпотермія у новонародженого, неуточнена;;
;;P81;;;P81. Iнші порушення терморегуляції у новонародженого;;
;;;P81.00;;Гіпертермія у новонародженого, пов'язана з факторами навколишнього середовища;;
;;;P81.80;;Iнші уточнені порушення терморегуляції у новонародженого;;
;;;P81.90;;Порушення терморегуляції у новонародженого, неуточнені;;
;;P83;;;P83. Iнші зміни зовнішнього покриву, специфічні для плоду та новонародженого;;
;;;P83.00;;Склерема у новонародженого;;
;;;P83.10;;Неонатальна токсична еритема;;
;;;P83.20;;Водянка плоду, не зумовлена гемолітичною хворобою;;
;;;P83.30;;Iнший та неуточнений набряк, специфічний для плоду та новонародженого;;
;;;P83.40;;Набухання молочних залоз у новонародженого;;
;;;P83.50;;Вроджене гідроцеле;;
;;;P83.60;;Поліп кукси пуповини;;
;;;P83.80;;Iнші уточнені зміни зовнішнього покриву, специфічні для плоду та новонародженого;;
;;;P83.90;;Зміни зовнішнього покриву, специфічні для плоду та новонародженого, неуточнені;;
;P90-P96;;;;P90-P96. Інші розлади, що виникають у перинатальному періоді;;
;;P90;;;P90. Судоми у новонародженого;;
;;;P90.00;;Судоми у новонародженого;;
;;P91;;;P91. Iнші розлади церебрального статусу у новонародженого;;
;;;P91.00;;Ішемія мозку;;
;;;P91.10;;Набуті перивентрикулярні кісти у новонародженого;;
;;;P91.20;;Церебральна лейкомаляція у новонародженого;;
;;;P91.30;;Церебральна збудливість у новонародженого;;
;;;P91.40;;Церебральна депресія у новонародженого;;
;;;P91.50;;Церебральна кома у новонародженого;;
;;;P91.80;;Iнші уточнені розлади з боку мозку у новонародженого;;
;;;P91.90;;Порушення з боку мозку у новонародженого, неуточнене;;
;;P92;;;P92. Проблеми вигодовування новонародженого;;
;;;P92.00;;Блювання у новонародженого;;
;;;P92.10;;Відригування та румінація у новонародженого;;
;;;P92.20;;Мляве ссання у новонародженого;;
;;;P92.30;;Недогодовування новонародженого;;
;;;P92.40;;Перегодовування новонародженого;;
;;;P92.50;;Труднощі грудного вигодовування новонародженого;;
;;;P92.80;;Iнші проблеми вигодовування новонародженого;;
;;;P92.90;;Проблема вигодовування новонародженого, неуточнена;;
;;P93;;;P93. Реакції та інтоксикації, зумовлені лікарськими засобами, призначеними для плоду та новонародженого ;;
;;;P93.00;;Реакції та інтоксикації, зумовлені лікарськими засобами, призначеними для плоду та новонародженого ;;
;;P94;;;P94. Порушення м'язового тонусу у новонародженого;;
;;;P94.00;;Транзиторна тяжка міастенія у новонародженого;;
;;;P94.10;;Вроджений гіпертонус;;
;;;P94.20;;Вроджений гіпотонус;;
;;;P94.80;;Iнші порушення м'язового тонусу новонародженого;;
;;;P94.90;;Порушення м'язового тонусу новонародженого, неуточнене;;
;;P95;;;P95. Смерть плоду від неуточненої причини;;
;;;P95.00;;Смерть плоду від неуточненої причини;;
;;P96;;;P96. Iнші стани, що виникають в перинатальному періоді;;
;;;P96.00;;Вроджена ниркова недостатність;;
;;;P96.10;;Симптоми медикаментозної абстиненції у новонародженого, зумовлені наркоманією матері ;;
;;;P96.20;;Симптоми медикаментозної абстиненції у новонародженого при терапевтичному використанні ліків;;
;;;P96.30;;Широкі черепні шви;;
;;;P96.40;;Переривання вагітності, вплив на плід та новонародженого;;
;;;P96.50;;Ускладнення, спричинені внутрішньоутробними втручаннями, не класифіковані в інших рубриках;;
;;;P96.80;;Iнші уточнені порушення, що виникають в перинатальному періоді;;
;;;P96.90;;Порушення, що виникло в перинатальному періоді, неуточнене;;
Q00-Q99;;;;;Q00-Q99. ПРИРОДНІ ВАДИ РОЗВИТКУ;;
;Q00-Q07;;;;Q00-Q07. Вроджені вади розвитку нервової системи;;
;;Q00;;;Q00. Аненцефалія та подібні вади розвитку;;
;;;Q00.00;;Аненцефалія;;
;;;Q00.10;;Краніорахішизис;;
;;;Q00.20;;Iненцефалія;;
;;Q01;;;Q01. Енцефалоцеле;;
;;;Q01.00;;Лобове енцефалоцеле;;
;;;Q01.10;;Носолобове енцефалоцеле;;
;;;Q01.20;;Потиличне енцефалоцеле;;
;;;Q01.80;;Енцефалоцеле інших локалізацій;;
;;;Q01.90;;Енцефалоцеле, неуточнене;;
;;;Q02.00;;Мікроцефалія;;
;;Q03;;;Q03. Вроджена гідроцефалія;;
;;;Q03.00;;Вроджена вада сільвієвого водопроводу;;
;;;Q03.10;;Атрезія отворів Мажанді та Лушки;;
;;;Q03.80;;Iнша вроджена гідроцефалія;;
;;;Q03.90;;Вроджена гідроцефалія, неуточнена;;
;;Q04;;;Q04. Iнші вроджені вади розвитку головного мозку;;
;;;Q04.00;;Вроджені вади розвитку мозолистого тіла;;
;;;Q04.10;;Ариненцефалія;;
;;;Q04.20;;Голопрозенцефалія;;
;;;Q04.30;;Iнші редукційні деформації мозку;;
;;;Q04.40;;Септооптична дисплазія;;
;;;Q04.50;;Мегаленцефалія;;
;;;Q04.60;;Вроджені церебральні кісти;;
;;;Q04.80;;Iнші уточнені вроджені вади розвитку головного мозку;;
;;;Q04.90;;Вроджені вади розвитку головного мозку, неуточнені;;
;;Q05;;;Q05. Розщілина хребта (Spіna bіfіda);;
;;;Q05.00;;Розщілина хребта в шийному відділі з гідроцефалією;;
;;;Q05.10;;Розщілина хребта в грудному відділі з гідроцефалією;;
;;;Q05.20;;Розщілина хребта в поперековому відділі з гідроцефалією;;
;;;Q05.30;;Розщілина хребта в крижовому відділі  з гідроцефалією;;
;;;Q05.40;;Розщілина хребта з гідроцефалією, неуточнена;;
;;;Q05.50;;Розщілина хребта в шийному відділі без гідроцефалії;;
;;;Q05.60;;Розщілина хребта в грудному відділі без гідроцефалії;;
;;;Q05.70;;Розщілина хребта в поперековому відділі без гідроцефалії;;
;;;Q05.80;;Розщілина хребта в поперековому відділі  без гідроцефалії;;
;;;Q05.90;;Розщілина хребта, неуточнена;;
;;Q06;;;Q06. Iнші вроджені аномалії (вади розвитку) спинного мозку;;
;;;Q06.00;;Амієлія;;
;;;Q06.10;;Гіпоплазія та дисплазія спинного мозку;;
;;;Q06.20;;Діастематомієлія;;
;;;Q06.30;;"Iнші вроджені вади розвитку ""кінського хвоста""";;
;;;Q06.40;;Гідромієлія;;
;;;Q06.80;;Iнші уточнені вроджені вади розвитку спинного мозку;;
;;;Q06.90;;Вроджені вади розвитку спинного мозку, неуточнені;;
;;Q07;;;Q07. Iнші вроджені вади розвитку нервової системи;;
;;;Q07.00;;Синдром АрнольдаКіарі;;
;;;Q07.80;;Iнші уточнені вроджені вади розвитку нервової системи ;;
;;;Q07.90;;Вроджені вади розвитку нервової системи, неуточнені;;
;Q10-Q18;;;;Q10-Q18. Вроджені вади розвитку ока, вуха, обличчя та шиї;;
;;Q10;;;Q10. Вроджені вади розвитку повіки, сльозового апарату та орбіти;;
;;;Q10.00;;Вроджений птоз;;
;;;Q10.10;;Вроджений ектропіон;;
;;;Q10.20;;Вроджений ентропіон;;
;;;Q10.30;;Iнші вроджені вади розвитку повік;;
;;;Q10.40;;Відсутність та агенезія сльозового апарату;;
;;;Q10.50;;Вроджений стеноз та стриктура сльозової протоки;;
;;;Q10.60;;Iнші вроджені вади розвитку сльозового апарату;;
;;;Q10.70;;Вроджені вади розвитку очної ямки;;
;;Q11;;;Q11. Анофтальм, мікрофтальм та макрофтальм;;
;;;Q11.00;;Кіста очного яблука;;
;;;Q11.10;;Iнший вид анофтальму;;
;;;Q11.20;;Мікрофтальм;;
;;;Q11.30;;Макрофтальм;;
;;Q12;;;Q12. Вроджені вади розвитку кришталика;;
;;;Q12.00;;Вроджена катаракта;;
;;;Q12.10;;Вроджене зміщення кришталика;;
;;;Q12.20;;Колобома кришталика;;
;;;Q12.30;;Вроджена афакія;;
;;;Q12.40;;Сферофакія;;
;;;Q12.80;;Iнші вроджені вади розвитку кришталика;;
;;;Q12.90;;Вроджені вади розвитку кришталика, неуточнені;;
;;Q13;;;Q13. Вроджені вади розвитку переднього сегмента ока;;
;;;Q13.00;;Колобома райдужки;;
;;;Q13.10;;Відсутність райдужки;;
;;;Q13.20;;Iнші вроджені вади розвитку райдужки;;
;;;Q13.30;;Вроджене помутніння рогівки;;
;;;Q13.40;;Iнші вроджені вади розвитку рогівки;;
;;;Q13.50;;Голуба склера;;
;;;Q13.80;;Iнші вроджені вади розвитку переднього сегмента ока;;
;;;Q13.90;;Вроджена вада розвитку переднього сегмента ока, неуточнена;;
;;Q14;;;Q14. Вроджені вади розвитку заднього сегмента ока;;
;;;Q14.00;;Вроджена вада розвитку скловидного тіла;;
;;;Q14.10;;Вроджена вада розвитку сітківки;;
;;;Q14.20;;Вроджена вада розвитку диску зорового нерва;;
;;;Q14.30;;Вроджена вада розвитку судинної оболонки ока;;
;;;Q14.80;;Iнші вроджені вади розвитку заднього сегмента ока;;
;;;Q14.90;;Вроджені вади розвитку заднього сегмента ока, неуточнені;;
;;Q15;;;Q15. Iнші вроджені вади розвитку ока;;
;;;Q15.00;;Вроджена глаукома;;
;;;Q15.80;;Iнші уточнені вроджені вади розвитку ока;;
;;;Q15.90;;Вроджена вада розвитку ока, неуточнена;;
;;Q16;;;Q16. Вроджені вади розвитку вуха, що спричиняють зниження слуху;;
;;;Q16.00;;Вроджена відсутність вушної раковини;;
;;;Q16.10;;Вроджена відсутність, атрезія та стриктура слухового каналу (зовнішнього);;
;;;Q16.20;;Відсутність євстахієвої труби;;
;;;Q16.30;;Вроджені вади розвитку кісточок вуха;;
;;;Q16.40;;Iнші вроджені вади розвитку середнього вуха;;
;;;Q16.50;;Вроджені вади розвитку внутрішнього вуха;;
;;;Q16.90;;Вроджена вада розвитку вуха, що зумовлює порушення слуху, неуточнена;;
;;Q17;;;Q17. Iнші вроджені вади розвитку вуха;;
;;;Q17.00;;Додаткова вушна раковина;;
;;;Q17.10;;Макротія;;
;;;Q17.20;;Мікротія;;
;;;Q17.30;;Iнші аномалії вуха;;
;;;Q17.40;;Аномально розташоване вухо;;
;;;Q17.50;;Виступне вухо;;
;;;Q17.80;;Iнші уточнені вроджені вади розвитку вуха;;
;;;Q17.90;;Вроджена вада розвитку вуха, неуточнена;;
;;Q18;;;Q18. Iнші вроджені вади розвитку обличчя та шиї;;
;;;Q18.00;;Пазуха, фістула та кіста зябрової щілини;;
;;;Q18.10;;Преаурикулярна пазуха та кіста;;
;;;Q18.20;;Iнші вади розвитку зябрової щілини;;
;;;Q18.30;;Крилоподібна шия;;
;;;Q18.40;;Макростомія;;
;;;Q18.50;;Мікростомія;;
;;;Q18.60;;Макрохейлія;;
;;;Q18.70;;Мікрохейлія;;
;;;Q18.80;;Iнші уточнені вроджені вади розвитку обличчя та шиї;;
;;;Q18.90;;Вроджені вади розвитку обличчя та шиї, неуточнені;;
;Q20-Q28;;;;Q20-Q28. Вроджені вади розвитку системи кровообігу;;
;;Q20;;;Q20. Вроджені вади розвитку порожнин серця та сполучень;;
;;;Q20.00;;Загальний артеріальний стовбур;;
;;;Q20.10;;Правий шлуночок з подвійним вихідним отвором;;
;;;Q20.20;;Лівий шлуночок з подвійним вихідним отвором;;
;;;Q20.30;;Дискордантне шлунковоартеріальне сполучення;;
;;;Q20.40;;Шлуночок з подвійним вхідним отвором;;
;;;Q20.50;;Дискордантне передсердношлуночкове сполучення;;
;;;Q20.60;;Iзомерія вушок передсердя;;
;;;Q20.80;;Iнші вроджені вади розвитку серцевих камер та сполучень;;
;;;Q20.90;;Вроджені вади розвитку серцевих камер та сполучень, неуточнені;;
;;Q21;;;Q21. Вроджені вади розвитку серцевої перегородки;;
;;;Q21.00;;Дефект міжшлуночкової перегородки;;
;;;Q21.10;;Дефект міжпередсердної перегородки;;
;;;Q21.20;;Дефект атріовентрикулярної перегородки;;
;;;Q21.30;;Тетрада Фалло;;
;;;Q21.40;;Дефект аортопульмональної перегородки;;
;;;Q21.80;;Iнші вроджені вади розвитку серцевої перегородки;;
;;;Q21.90;;Вроджена вада розвитку серцевої перегородки, неуточнена;;
;;Q22;;;Q22. Вроджені вади розвитку легеневого та тристулкового клапанів;;
;;;Q22.00;;Атрезія клапана легеневої артерії;;
;;;Q22.10;;Вроджений стеноз клапана легеневї артерії;;
;;;Q22.20;;Вроджена недостатність клапана легеневої артерії;;
;;;Q22.30;;Iнші вроджені вади розвитку клапана легеневої артерії;;
;;;Q22.40;;Вроджений стеноз тристулкового клапана ;;
;;;Q22.50;;Аномалія Ебштейна;;
;;;Q22.60;;Синдром правобічної гіпоплазії серця;;
;;;Q22.80;;Iнші вроджені вади розвитку тристулкового клапана ;;
;;;Q22.90;;Вроджена вада розвитку тристулкового клапана, неуточнена;;
;;Q23;;;Q23. Вроджені вади розвитку аортального та мітрального клапанів;;
;;;Q23.00;;Вроджений стеноз аортального клапана;;
;;;Q23.10;;Вроджена недостатність аортального клапана;;
;;;Q23.20;;Вроджений мітральний стеноз;;
;;;Q23.30;;Вроджена мітральна недостатність;;
;;;Q23.40;;Синдром лівобічної гіпоплазії серця;;
;;;Q23.80;;Iнші вроджені вади розвитку аортального та мітрального клапанів;;
;;;Q23.90;;Вроджена вада розвитку аортального та мітрального клапанів, неуточнена;;
;;Q24;;;Q24. Iнші вроджені вади розвитку серця;;
;;;Q24.00;;Декстрокардія;;
;;;Q24.10;;Лівокардія;;
;;;Q24.20;;Трипередсердне серце;;
;;;Q24.30;;Лійкоподібний стеноз клапана легеневої артерії;;
;;;Q24.40;;Вроджений субаортальний стеноз;;
;;;Q24.50;;Аномалія розвитку коронарних судин;;
;;;Q24.60;;Вроджена серцева блокада;;
;;;Q24.80;;Iнші уточнені вроджені вади розвитку серця;;
;;;Q24.90;;Вроджена вада серця, неуточнена;;
;;Q25;;;Q25. Вроджені вади розвитку великих артерій;;
;;;Q25.00;;Відкрита артеріальна протока;;
;;;Q25.10;;Коарктація аорти;;
;;;Q25.20;;Атрезія аорти;;
;;;Q25.30;;Стеноз аорти;;
;;;Q25.40;;Iнші вроджені вади розвитку аорти;;
;;;Q25.50;;Атрезія легеневої артерії;;
;;;Q25.60;;Стеноз легеневої артерії;;
;;;Q25.70;;Iнші вроджені вади розвитку легеневої артерії;;
;;;Q25.80;;Iнші вроджені аномалії великих артерій;;
;;;Q25.90;;Вроджена вада розвитку великих артерій, неуточнена;;
;;Q26;;;Q26. Вроджені вади розвитку великих вен;;
;;;Q26.00;;Вроджений стеноз порожнистої вени;;
;;;Q26.10;;Збереження лівої верхньої порожнистої вени;;
;;;Q26.20;;Тотальна аномалія сполучення легеневих вен;;
;;;Q26.30;;Часткова аномалія сполучення легеневих вен;;
;;;Q26.40;;Аномалія сполучення легеневих вен, неуточнена;;
;;;Q26.50;;Аномалія сполучення ворітної вени;;
;;;Q26.60;;Свищ між ворітною веною та печінковою артерією;;
;;;Q26.80;;Iнші вроджені вади розвитку великих вен;;
;;;Q26.90;;Вроджена вада розвитку великої вени, неуточнена;;
;;Q27;;;Q27. Iнші вроджені вади розвитку периферичної судинної системи;;
;;;Q27.00;;Вроджена відсутність та гіпоплазія пупкової артерії;;
;;;Q27.10;;Вроджений стеноз ниркової артерії;;
;;;Q27.20;;Iнші вроджені вади розвитку ниркової артерії;;
;;;Q27.30;;Вада розвитку периферичної артеріовенозної системи;;
;;;Q27.40;;Вроджена флебектазія;;
;;;Q27.80;;Iнші уточнені вроджені вади розвитку периферичної судинної системи;;
;;;Q27.90;;Вроджена вада розвитку периферичної судинної системи, неуточнена;;
;;Q28;;;Q28. Iнші вроджені вади розвитку системи кровообігу;;
;;;Q28.00;;Артеріовенозна вада розвитку прецеребральних судин;;
;;;Q28.10;;Iнші вади розвитку прецеребральних судин;;
;;;Q28.20;;Артеріовенозна вада розвитку церебральних судин;;
;;;Q28.30;;Iнші вади розвитку церебральних судин;;
;;;Q28.80;;Iнші уточнені вроджені вади розвитку системи кровообігу;;
;;;Q28.90;;Вроджена вада розвитку системи кровообігу, неуточнена;;
;Q30-Q34;;;;Q30-Q34. Вроджені вади розвитку дихальної системи;;
;;Q30;;;Q30. Вроджені вади розвитку носа;;
;;;Q30.00;;Атрезія хоан;;
;;;Q30.10;;Агенезія та недорозвиненість носа;;
;;;Q30.20;;Тріснутий, вдавлений, розщеплений ніс;;
;;;Q30.30;;Вроджена перфорація носової перегородки;;
;;;Q30.80;;Iнші вроджені вади розвитку носа;;
;;;Q30.90;;Вроджена вада розвитку носа, неуточнена;;
;;Q31;;;Q31. Вроджені вади розвитку гортані;;
;;;Q31.00;;Перетинка гортані;;
;;;Q31.10;;Вроджений стеноз гортані під власне голосовим апаратом;;
;;;Q31.20;;Гіпоплазія гортані;;
;;;Q31.30;;Ларингоцеле;;
;;;Q31.40;;Вроджений стридор гортані;;
;;;Q31.80;;Iнші вроджені вади розвитку гортані;;
;;;Q31.90;;Вроджена вада розвитку гортані, неуточнена;;
;;Q32;;;Q32. Вроджені вади розвитку трахеї та бронхів;;
